X,Y,OBJECTID,AIC,LifeboatStationNameProper,LaunchTime,YearOfCall,LifeboatClass,LifeboatNumber,RoSType,CasualtyCategory,CasualtyTypeFull,ReasonForLaunch,OutcomeOfService,Activity,VisibilityAtIncident,WeatherAtIncident,SeaConditionsAtIncident,WeatherAtLaunch,VisibilityAtLaunch,WindDirectionAtLaunch,SeaConditionsAtLaunch,DateOfLaunch,ROSNumber,GlobalID,CreationDate,Creator,EditDate,Editor
-9.02606,53.25971,101459,Unknown,GALWAY,18:16:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,SLIGHT,CLEAR SKIES,GOOD,270,SLIGHT,2017/06/30 18:24:00+00,LBI09659/2017,{24DF940C-8A5E-48AF-88B4-80E978179A3E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05371,53.26911,101462,Unknown,GALWAY,19:05:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,315,CALM,2017/01/13 18:04:59+00,LBI09660/2017,{9D6DC12B-BAC1-4543-8977-BAA605ABD93E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08403,53.25489,101466,Unknown,GALWAY,20:35:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,CALM,CLOUDY,FAIR,270,CALM,2017/07/22 20:45:00+00,LBI09661/2017,{B038D6A5-DC85-4D27-9DC8-E16D3C8F3CFE},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08889,53.24143,101472,Unknown,GALWAY,15:28:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,EXCELLENT,CLEAR SKIES,SMOOTH,CLEAR SKIES,EXCELLENT,0,SMOOTH,2017/06/19 15:35:00+00,LBI09664/2017,{3D6822DA-3003-4803-9953-F1DBB9EBEB30},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0548,53.26958,101473,Unknown,GALWAY,20:10:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2017/12/24 20:19:59+00,LBI09665/2017,{80C3455B-DDCC-4B6D-9DCF-C1F6C07C3A4C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05366,53.25238,101477,Unknown,GALWAY,08:53:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLOUDY,MOD/CHOP,CLOUDY,GOOD,225,MOD/CHOP,2017/12/30 09:07:00+00,LBI09666/2017,{03241A8F-A79C-495B-9436-A3D1F8D3B669},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.09246,53.25515,101480,Unknown,GALWAY,14:42:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,PART CLOUDY,MOD/CHOP,PART CLOUDY,GOOD,270,MOD/CHOP,2017/12/30 14:58:00+00,LBI09667/2017,{7A4956FC-03BE-494B-928F-BC706059603A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.07222,53.25833,101514,Unknown,GALWAY,11:10:00,2017,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,225,SMOOTH,2017/09/07 11:26:59+00,LBI09683/2017,{AA63A3E8-7426-431A-9662-31BE0E7E5235},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04828,53.26944,101632,Other - other,GALWAY,04:30:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2019/06/15 04:37:00+00,LBI09756/2019,{3AEBD87D-8A34-4DC5-A603-95081A575170},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13054,53.24539,101651,Small craft - stand up paddleboarding,GALWAY,16:40:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Other,Rendered assistance,Stand up paddle boarding,GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,135,SMOOTH,2019/06/22 16:41:00+00,LBI09768/2019,{B8631D4D-BFA6-4ED0-9472-980A73D71EA2},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13522,53.24329,101652,Unknown,GALWAY,20:22:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,EXCELLENT,CLOUDY,MOD/CHOP,CLOUDY,EXCELLENT,90,MOD/CHOP,2019/06/26 20:39:59+00,LBI09769/2019,{9BF8F4DE-4EE5-4768-83E8-525DDA5A2894},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0861,53.24722,101655,Unknown,GALWAY,16:48:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,FAIR,CLOUDY,CALM,CLOUDY,FAIR,270,CALM,2019/07/05 15:59:59+00,LBI09770/2019,{6AD9F798-FB2D-4374-9BC6-5C87D9857F25},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0251,53.22551,101656,Unknown,GALWAY,02:02:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,POOR,225,MOD/CHOP,2019/08/05 02:18:00+00,LBI09772/2019,{3658B7D2-9D49-429B-924C-DE699D17BC3D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05175,53.26837,101660,Unknown,GALWAY,05:21:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,CLOUDY,SMOOTH,CLOUDY,POOR,315,SMOOTH,2019/08/30 05:21:00+00,LBI09775/2019,{672C821C-B24D-4530-959B-0F6ACBAC0A6A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02664,53.25844,101669,Small craft - kite boarding,GALWAY,16:58:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Unknown,Rendered assistance,Kite Surfing,FAIR,SQUALLY,MOD/CHOP,SQUALLY,FAIR,270,MOD/CHOP,2019/10/07 17:15:00+00,LBI09781/2019,{2B6117AD-3677-4628-85F5-D15F1B72C216},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04514,53.26768,101671,Person in distress,GALWAY,23:06:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,180,CALM,2019/08/01 23:23:00+00,LBI09782/2019,{508AF59A-4113-4BC2-81BE-CB0BE0B5919F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02033,53.26829,101675,Body,GALWAY,18:35:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,225,SLIGHT,2019/10/20 18:48:00+00,LBI09784/2019,{C05FE39E-8C6D-4679-A546-FD91AE172748},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.06814,53.26129,101691,Unknown,GALWAY,17:10:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,SMOOTH,RAIN / HAIL,POOR,90,SMOOTH,2019/10/30 17:19:59+00,LBI09793/2019,{02F551A9-50DC-4FDF-ABD2-71D09781BF4B},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.93687,53.14048,101693,Unknown,GALWAY,20:25:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,135,SMOOTH,2019/10/31 20:35:00+00,LBI09794/2019,{DD8F0D12-5A79-40FF-A650-FD837103A472},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05226,53.26763,101697,Other - other,GALWAY,14:00:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SMOOTH,PART CLOUDY,FAIR,135,SMOOTH,2019/11/22 14:00:00+00,LBI09797/2019,{3D0AB902-CA18-4A6F-89BD-A5061EAB7F7A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08681,53.25335,101702,Unknown,GALWAY,09:19:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2019/12/16 09:30:59+00,LBI09801/2019,{820A86E2-B023-487C-B67E-B3033EAFE326},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.14837,53.24892,101705,Body,GALWAY,12:09:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,270,SMOOTH,2019/03/30 12:19:00+00,LBI09803/2019,{F54E6FB3-BE98-48D2-AFDB-357377142CB8},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05278,53.26893,102285,Person in distress,GALWAY,23:05:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Person in distress,GOOD,CLOUDY,CALM,CLOUDY,GOOD,135,CALM,2019/09/19 23:15:00+00,LBI10187/2019,{DE230BE5-834B-49BE-A7ED-74A44A0DBA9A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.03423,53.26347,102361,Small craft - Dinghy sailing,GALWAY,13:15:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Sailing Dinghy,Human error,Rendered assistance,Boating,GOOD,CLOUDY,CALM,CLOUDY,GOOD,225,CALM,2018/02/18 13:15:00+00,LBI10285/2018,{0458D72A-BDB4-4CF4-857C-D2ABB1B2B522},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05409,53.26823,102362,Commercial fishing - other reason,GALWAY,19:38:00,2018,ATLANTIC 85,B-853,ILB,COMMERCIAL,Fishing Vessel,Sinking / Sunk,Rendered assistance,Unknown,GOOD,PART CLOUDY,CALM,PART CLOUDY,GOOD,180,CALM,2018/03/21 19:47:59+00,LBI10286/2018,{BE44DC81-F435-4054-A2FB-AEA0A2A84484},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04254,53.26652,102373,Sailing - other reason,GALWAY,14:39:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Yacht (with engine),Currents,Rendered assistance,Boating,GOOD,CLOUDY,MOD/CHOP,CLOUDY,GOOD,225,MOD/CHOP,2018/09/15 14:55:59+00,LBI10297/2018,{3EB4DC4D-280D-4FA9-B763-CE679D76C547},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08415,53.25538,102503,Unknown,GALWAY,03:13:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Stood Down,Unknown,POOR,MIST,MOD/CHOP,MIST,POOR,225,MOD/CHOP,2018/01/15 03:27:00+00,LBI10462/2018,{C57F12D9-680E-4810-B60D-570348790A67},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02518,53.25895,102504,Unknown,GALWAY,12:51:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,FAIR,CLOUDY,SLIGHT,CLOUDY,FAIR,90,SLIGHT,2018/03/01 12:53:00+00,LBI10464/2018,{20C367F6-603F-4B73-B4C9-6AD856132219},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05226,53.26865,102505,Unknown,GALWAY,21:55:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,225,CALM,2018/05/31 22:02:00+00,LBI10466/2018,{52EC2A83-F571-4FDD-ABFB-8CDC54305A1C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04269,53.25607,102506,Sailing - other reason,GALWAY,09:09:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Yacht (with engine),Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,225,CALM,2018/07/02 09:14:59+00,LBI10469/2018,{028F175F-61DF-4316-8C1F-4E3F43AE17B5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.30541,53.16036,102507,Unknown,GALWAY,19:04:00,2018,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,GOOD,CLOUDY,SLIGHT,CLOUDY,GOOD,225,SLIGHT,2018/09/29 19:41:00+00,LBI10471/2018,{546DABCB-4B31-4921-9D74-88749CE32129},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02379,53.25945,102508,Other - Trapped onshore,GALWAY,11:20:00,2018,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,FAIR,CLOUDY,SLIGHT,CLOUDY,FAIR,180,SLIGHT,2018/07/26 11:42:00+00,LBI10470/2018,{2DB14EC5-DE41-4A80-9216-18E443291147},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.01179,53.23227,102509,Sailing - other reason,GALWAY,07:45:00,2018,ATLANTIC 85,B-853,ILB,LEISURE,Yacht (with engine),Equipment failure,Rendered assistance,Boating,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,225,CALM,2018/12/16 07:51:59+00,LBI10472/2018,{F21B7561-6FC4-42C6-A8E5-A5BD7789398F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04828,53.26944,103022,Other - other,GALWAY,04:30:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2019/06/15 04:37:00+00,LBI09756/2019,{5A757148-3866-441A-8976-870BF00A407F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13054,53.24539,103028,Small craft - stand up paddleboarding,GALWAY,16:40:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Other,Rendered assistance,Stand up paddle boarding,GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,135,SMOOTH,2019/06/22 16:41:00+00,LBI09768/2019,{F4A5802D-8286-45AE-B40F-0E09D8F86D2C},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13522,53.24329,103029,Unknown,GALWAY,20:22:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,EXCELLENT,CLOUDY,MOD/CHOP,CLOUDY,EXCELLENT,90,MOD/CHOP,2019/06/26 20:39:59+00,LBI09769/2019,{F4DE7A4E-3A00-40E2-8E7C-0FC116DEB59F},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0861,53.24722,103030,Unknown,GALWAY,16:48:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,FAIR,CLOUDY,CALM,CLOUDY,FAIR,270,CALM,2019/07/05 15:59:59+00,LBI09770/2019,{6ABA2E97-E3A7-4268-A9FA-71DE87320B2D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0251,53.22551,103031,Unknown,GALWAY,02:02:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,POOR,225,MOD/CHOP,2019/08/05 02:18:00+00,LBI09772/2019,{AF36C32E-75D0-45A2-AB6F-5535E137CD7A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05175,53.26837,103032,Unknown,GALWAY,05:21:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,CLOUDY,SMOOTH,CLOUDY,POOR,315,SMOOTH,2019/08/30 05:21:00+00,LBI09775/2019,{EB6B71F4-FC35-4C69-B870-0E23B594191A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04514,53.26768,103035,Person in distress,GALWAY,23:06:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,180,CALM,2019/08/01 23:23:00+00,LBI09782/2019,{9FC383F8-0DC5-467E-982D-098ED743D829},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02664,53.25844,103036,Small craft - kite boarding,GALWAY,16:58:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Unknown,Rendered assistance,Kite Surfing,FAIR,SQUALLY,MOD/CHOP,SQUALLY,FAIR,270,MOD/CHOP,2019/10/07 17:15:00+00,LBI09781/2019,{7DF56769-7E61-4181-90A4-07F7D735DD9D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02033,53.26829,103039,Body,GALWAY,18:35:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,225,SLIGHT,2019/10/20 18:48:00+00,LBI09784/2019,{47EE6D21-27BF-4BBC-82C2-D4DFBA4EFF84},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.06814,53.26129,103046,Unknown,GALWAY,17:10:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,SMOOTH,RAIN / HAIL,POOR,90,SMOOTH,2019/10/30 17:19:59+00,LBI09793/2019,{BB4F8348-9282-4BAC-A831-266562AD5A4B},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.93687,53.14048,103047,Unknown,GALWAY,20:25:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,135,SMOOTH,2019/10/31 20:35:00+00,LBI09794/2019,{986A4D2E-0303-490C-AE72-2FF39D1AEE71},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05226,53.26763,103049,Other - other,GALWAY,14:00:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SMOOTH,PART CLOUDY,FAIR,135,SMOOTH,2019/11/22 14:00:00+00,LBI09797/2019,{03B85CC7-3FD8-49E9-A426-BFEB2F1FE4B3},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08681,53.25335,103050,Unknown,GALWAY,09:19:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2019/12/16 09:30:59+00,LBI09801/2019,{758A6FF6-90CA-4520-ABDD-A419C8DC3F3D},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.14837,53.24892,103051,Body,GALWAY,12:09:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,270,SMOOTH,2019/03/30 12:19:00+00,LBI09803/2019,{6B3F1F4E-027A-4411-B3F7-3E11D32F44E0},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05278,53.26893,103334,Person in distress,GALWAY,23:05:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Person in distress,GOOD,CLOUDY,CALM,CLOUDY,GOOD,135,CALM,2019/09/19 23:15:00+00,LBI10187/2019,{12F7349C-C84C-4675-8EEE-1BE0B5D0D650},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04828,53.26944,103789,Other - other,GALWAY,04:30:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SLIGHT,PART CLOUDY,GOOD,225,SLIGHT,2019/06/15 04:37:00+00,LBI09756/2019,{47493CB2-8CF9-4335-8FF4-1D794E8AE052},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13054,53.24539,103795,Small craft - stand up paddleboarding,GALWAY,16:40:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Other,Rendered assistance,Stand up paddle boarding,GOOD,OVERCAST,SMOOTH,OVERCAST,GOOD,135,SMOOTH,2019/06/22 16:41:00+00,LBI09768/2019,{1C49BE10-7D7F-4020-A7E4-885C05DEF966},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.13522,53.24329,103796,Unknown,GALWAY,20:22:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,EXCELLENT,CLOUDY,MOD/CHOP,CLOUDY,EXCELLENT,90,MOD/CHOP,2019/06/26 20:39:59+00,LBI09769/2019,{3541B253-D65F-4724-9D58-856E70BED0C5},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0861,53.24722,103797,Unknown,GALWAY,16:48:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,FAIR,CLOUDY,CALM,CLOUDY,FAIR,270,CALM,2019/07/05 15:59:59+00,LBI09770/2019,{C43C8604-5E91-4024-8451-7BB9EEC55A24},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.0251,53.22551,103798,Unknown,GALWAY,02:02:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,MOD/CHOP,RAIN / HAIL,POOR,225,MOD/CHOP,2019/08/05 02:18:00+00,LBI09772/2019,{9002FF4E-674E-4161-8122-3D864D8A7B16},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05175,53.26837,103799,Unknown,GALWAY,05:21:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,CLOUDY,SMOOTH,CLOUDY,POOR,315,SMOOTH,2019/08/30 05:21:00+00,LBI09775/2019,{2009DEE4-592B-4D0C-9CBF-C783490AEE2A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02664,53.25844,103802,Small craft - kite boarding,GALWAY,16:58:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Small craft,Unknown,Rendered assistance,Kite Surfing,FAIR,SQUALLY,MOD/CHOP,SQUALLY,FAIR,270,MOD/CHOP,2019/10/07 17:15:00+00,LBI09781/2019,{703744FD-E652-43AC-8077-42315E5363E1},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.04514,53.26768,103803,Person in distress,GALWAY,23:06:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,Unknown,GOOD,CLOUDY,CALM,CLOUDY,GOOD,180,CALM,2019/08/01 23:23:00+00,LBI09782/2019,{97EC6CF4-7736-46B3-B9BF-B31988C2DC7A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.02033,53.26829,103804,Body,GALWAY,18:35:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SLIGHT,PART CLOUDY,FAIR,225,SLIGHT,2019/10/20 18:48:00+00,LBI09784/2019,{40FED0EF-9DFA-4242-A044-A04FF21D1FAD},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.06814,53.26129,103812,Unknown,GALWAY,17:10:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Others assisted casualty,Unknown,POOR,RAIN / HAIL,SMOOTH,RAIN / HAIL,POOR,90,SMOOTH,2019/10/30 17:19:59+00,LBI09793/2019,{279EFA33-8782-4F01-8F56-F2A536F67B1A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-8.93687,53.14048,103814,Unknown,GALWAY,20:25:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,Rendered assistance,Unknown,GOOD,CLOUDY,SMOOTH,CLOUDY,GOOD,135,SMOOTH,2019/10/31 20:35:00+00,LBI09794/2019,{57486748-0988-4A6D-AA68-34F1B93DDA6E},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.05226,53.26763,103816,Other - other,GALWAY,14:00:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Other,Unknown,Rendered assistance,Unknown,FAIR,PART CLOUDY,SMOOTH,PART CLOUDY,FAIR,135,SMOOTH,2019/11/22 14:00:00+00,LBI09797/2019,{B6AACE55-4D42-4A72-ACC5-4FC17B2C0045},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.08681,53.25335,103817,Unknown,GALWAY,09:19:00,2019,ATLANTIC 85,B-853,ILB,UNKNOWN,Other,Unknown,False Alarm,Unknown,GOOD,CLEAR SKIES,CALM,CLEAR SKIES,GOOD,270,CALM,2019/12/16 09:30:59+00,LBI09801/2019,{A4C02DC2-64C9-4BB3-BA6A-18B86B6AB26A},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
-9.14837,53.24892,103819,Body,GALWAY,12:09:00,2019,ATLANTIC 85,B-853,ILB,PEOPLE,Body,Unknown,Rendered assistance,Unknown,GOOD,PART CLOUDY,SMOOTH,PART CLOUDY,GOOD,270,SMOOTH,2019/03/30 12:19:00+00,LBI09803/2019,{0F798B44-38B5-4513-8B46-99F9015D1A26},2020/06/12 15:41:02+00,RNLIORU,2020/06/12 15:41:02+00,RNLIORU
